WJSpecID,Scientific,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc
2922,Otus bakkamoena,Otus_bakkamoena,Strigidae,Owls,"Owls, Barn Owls",Collared Scops-owl,bow02922,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2924,Otus lettia,Otus_lettia,Strigidae,Owls,"Owls, Barn Owls",Collared Scops Owl,bow02924,,IOC27,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2925,Otus lempiji,Otus_lempiji,Strigidae,Owls,"Owls, Barn Owls",Sunda Scops Owl,bow02925,,IOC27,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2926,Otus semitorques,Otus_semitorques,Strigidae,Owls,"Owls, Barn Owls",Japanese Scops Owl,bow02926,,IOC27,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2927,Otus mentawi,Otus_mentawi,Strigidae,Owls,"Owls, Barn Owls",Mentawai Scops-owl,bow02927,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2928,Otus fuliginosus,Otus_fuliginosus,Strigidae,Owls,"Owls, Barn Owls",Palawan Scops-owl,bow02928,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2929,Otus megalotis,Otus_megalotis,Strigidae,Owls,"Owls, Barn Owls",Philippine Scops-owl,bow02929,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2930,Otus silvicola,Otus_silvicola,Strigidae,Owls,"Owls, Barn Owls",Wallace's Scops-owl,bow02930,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2931,Otus leucotis,Otus_leucotis,Strigidae,Owls,"Owls, Barn Owls",White-faced Scops-owl,bow02931,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2932,Megascops kennicottii,Megascops_kennicottii,Strigidae,Owls,"Owls, Barn Owls",Western Screech-owl,bow02932,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2935,Megascops seductus,Megascops_seductus,Strigidae,Owls,"Owls, Barn Owls",Balsas Screech-owl,bow02935,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2936,Megascops cooperi,Megascops_cooperi,Strigidae,Owls,"Owls, Barn Owls",Pacific Screech-owl,bow02936,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2938,Megascops asio,Megascops_asio,Strigidae,Owls,"Owls, Barn Owls",Eastern Screech-owl,bow02938,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2939,Megascops trichopsis,Megascops_trichopsis,Strigidae,Owls,"Owls, Barn Owls",Whiskered Screech-owl,bow02939,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2941,Megascops choliba,Megascops_choliba,Strigidae,Owls,"Owls, Barn Owls",Tropical Screech-owl,bow02941,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2942,Megascops koepckeae,Megascops_koepckeae,Strigidae,Owls,"Owls, Barn Owls",Koepcke's Screech-owl,bow02942,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2943,Megascops roboratus,Megascops_roboratus,Strigidae,Owls,"Owls, Barn Owls",West Peruvian Screech-owl,bow02943,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2944,Megascops clarkii,Megascops_clarkii,Strigidae,Owls,"Owls, Barn Owls",Bare-shanked Screech-owl,bow02944,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2945,Megascops barbarus,Megascops_barbarus,Strigidae,Owls,"Owls, Barn Owls",Bearded Screech-owl,bow02945,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2946,Megascops ingens,Megascops_ingens,Strigidae,Owls,"Owls, Barn Owls",Rufescent Screech-owl,bow02946,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2947,Megascops marshalli,Megascops_marshalli,Strigidae,Owls,"Owls, Barn Owls",Cloud-forest Screech-owl,bow02947,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2948,Megascops watsonii,Megascops_watsonii,Strigidae,Owls,"Owls, Barn Owls",Tawny-bellied Screech-owl,bow02948,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2950,Megascops atricapilla,Megascops_atricapilla,Strigidae,Owls,"Owls, Barn Owls",Black-capped Screech-owl,bow02950,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2953,Megascops hoyi,Megascops_hoyi,Strigidae,Owls,"Owls, Barn Owls",Montane Forest Screech-owl,bow02953,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2954,Megascops guatemalae,Megascops_guatemalae,Strigidae,Owls,"Owls, Barn Owls",Vermiculated Screech-owl,bow02954,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2955,Megascops sanctaecatarinae,Megascops_sanctaecatarinae,Strigidae,Owls,"Owls, Barn Owls",Long-tufted Screech-owl,bow02955,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2956,Gymnoglaux lawrencii,Gymnoglaux_lawrencii,Strigidae,Owls,"Owls, Barn Owls",Bare-legged Owl,bow02956,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2957,Megascops nudipes,Megascops_nudipes,Strigidae,Owls,"Owls, Barn Owls",Puerto Rican Screech-owl,bow02957,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2958,Otus podarginus,Otus_podarginus,Strigidae,Owls,"Owls, Barn Owls",Palau Scops-owl,bow02958,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2959,Megascops albogularis,Megascops_albogularis,Strigidae,Owls,"Owls, Barn Owls",White-throated Screech-owl,bow02959,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2960,Mimizuku gurneyi,Mimizuku_gurneyi,Strigidae,Owls,"Owls, Barn Owls",Giant Scops-owl,bow02960,VU,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2961,Bubo virginianus,Bubo_virginianus,Strigidae,Owls,"Owls, Barn Owls",Great Horned Owl,bow02961,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2962,Bubo bubo,Bubo_bubo,Strigidae,Owls,"Owls, Barn Owls",Eurasian Eagle-owl,bow02962,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2963,Bubo bengalensis,Bubo_bengalensis,Strigidae,Owls,"Owls, Barn Owls",Rock Eagle-owl,bow02963,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2964,Bubo ascalaphus,Bubo_ascalaphus,Strigidae,Owls,"Owls, Barn Owls",Pharaoh Eagle-owl,bow02964,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2965,Bubo capensis,Bubo_capensis,Strigidae,Owls,"Owls, Barn Owls",Cape Eagle-owl,bow02965,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2966,Bubo africanus,Bubo_africanus,Strigidae,Owls,"Owls, Barn Owls",Spotted Eagle-owl,bow02966,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2967,Bubo poensis,Bubo_poensis,Strigidae,Owls,"Owls, Barn Owls",Fraser's Eagle-owl,bow02967,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2968,Bubo vosseleri,Bubo_vosseleri,Strigidae,Owls,"Owls, Barn Owls",Usambara Eagle-owl,bow02968,VU,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2969,Bubo nipalensis,Bubo_nipalensis,Strigidae,Owls,"Owls, Barn Owls",Spot-bellied Eagle-owl,bow02969,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2970,Bubo sumatranus,Bubo_sumatranus,Strigidae,Owls,"Owls, Barn Owls",Barred Eagle-owl,bow02970,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2971,Bubo shelleyi,Bubo_shelleyi,Strigidae,Owls,"Owls, Barn Owls",Shelley's Eagle-owl,bow02971,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2972,Bubo lacteus,Bubo_lacteus,Strigidae,Owls,"Owls, Barn Owls",Giant Eagle-owl,bow02972,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2973,Bubo coromandus,Bubo_coromandus,Strigidae,Owls,"Owls, Barn Owls",Dusky Eagle-owl,bow02973,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2974,Bubo leucostictus,Bubo_leucostictus,Strigidae,Owls,"Owls, Barn Owls",Akun Eagle-owl,bow02974,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2975,Bubo philippensis,Bubo_philippensis,Strigidae,Owls,"Owls, Barn Owls",Philippine Eagle-owl,bow02975,VU,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2977,Ketupa blakistoni,Ketupa_blakistoni,Strigidae,Owls,"Owls, Barn Owls",Blakiston's Fish-owl,bow02977,EN,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2979,Ketupa zeylonensis,Ketupa_zeylonensis,Strigidae,Owls,"Owls, Barn Owls",Brown Fish-owl,bow02979,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2980,Ketupa flavipes,Ketupa_flavipes,Strigidae,Owls,"Owls, Barn Owls",Tawny Fish-owl,bow02980,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2981,Ketupa ketupu,Ketupa_ketupu,Strigidae,Owls,"Owls, Barn Owls",Buffy Fish-owl,bow02981,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2982,Bubo scandiaca,Bubo_scandiaca,Strigidae,Owls,"Owls, Barn Owls",Snowy Owl,bow02982,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2984,Scotopelia peli,Scotopelia_peli,Strigidae,Owls,"Owls, Barn Owls",Pel's Fishing-owl,bow02984,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2985,Scotopelia ussheri,Scotopelia_ussheri,Strigidae,Owls,"Owls, Barn Owls",Rufous Fishing-owl,bow02985,EN,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2986,Scotopelia bouvieri,Scotopelia_bouvieri,Strigidae,Owls,"Owls, Barn Owls",Vermiculated Fishing-owl,bow02986,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2987,Strix seloputo,Strix_seloputo,Strigidae,Owls,"Owls, Barn Owls",Spotted Wood-owl,bow02987,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2988,Strix ocellata,Strix_ocellata,Strigidae,Owls,"Owls, Barn Owls",Mottled Wood-owl,bow02988,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2989,Strix leptogrammica,Strix_leptogrammica,Strigidae,Owls,"Owls, Barn Owls",Brown Wood-owl,bow02989,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2990,Strix aluco,Strix_aluco,Strigidae,Owls,"Owls, Barn Owls",Tawny Owl,bow02990,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2992,Strix butleri,Strix_butleri,Strigidae,Owls,"Owls, Barn Owls",Hume's Owl,bow02992,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2993,Strix occidentalis,Strix_occidentalis,Strigidae,Owls,"Owls, Barn Owls",Spotted Owl,bow02993,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2997,Strix varia,Strix_varia,Strigidae,Owls,"Owls, Barn Owls",Barred Owl,bow02997,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2998,Strix fulvescens,Strix_fulvescens,Strigidae,Owls,"Owls, Barn Owls",Fulvous Owl,bow02998,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
2999,Strix hylophila,Strix_hylophila,Strigidae,Owls,"Owls, Barn Owls",Rusty-barred Owl,bow02999,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3000,Strix rufipes,Strix_rufipes,Strigidae,Owls,"Owls, Barn Owls",Rufous-legged Owl,bow03000,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3002,Strix uralensis,Strix_uralensis,Strigidae,Owls,"Owls, Barn Owls",Ural Owl,bow03002,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3003,Strix davidi,Strix_davidi,Strigidae,Owls,"Owls, Barn Owls",Pere David's Owl,bow03003,,IOC27,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3004,Strix nebulosa,Strix_nebulosa,Strigidae,Owls,"Owls, Barn Owls",Great Grey Owl,bow03004,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3005,Strix virgata,Strix_virgata,Strigidae,Owls,"Owls, Barn Owls",Mottled Owl,bow03005,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3006,Strix nigrolineata,Strix_nigrolineata,Strigidae,Owls,"Owls, Barn Owls",Black-and-white Owl,bow03006,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3007,Strix huhula,Strix_huhula,Strigidae,Owls,"Owls, Barn Owls",Black-banded Owl,bow03007,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3008,Strix albitarsis,Strix_albitarsis,Strigidae,Owls,"Owls, Barn Owls",Rufous-banded Owl,bow03008,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3009,Strix woodfordii,Strix_woodfordii,Strigidae,Owls,"Owls, Barn Owls",African Wood-owl,bow03009,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3010,Jubula lettii,Jubula_lettii,Strigidae,Owls,"Owls, Barn Owls",Maned Owl,bow03010,DD,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3011,Lophostrix cristata,Lophostrix_cristata,Strigidae,Owls,"Owls, Barn Owls",Crested Owl,bow03011,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3012,Pulsatrix perspicillata,Pulsatrix_perspicillata,Strigidae,Owls,"Owls, Barn Owls",Spectacled Owl,bow03012,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3013,Pulsatrix koeniswaldiana,Pulsatrix_koeniswaldiana,Strigidae,Owls,"Owls, Barn Owls",Tawny-browed Owl,bow03013,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3014,Pulsatrix melanota,Pulsatrix_melanota,Strigidae,Owls,"Owls, Barn Owls",Band-bellied Owl,bow03014,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3015,Surnia ulula,Surnia_ulula,Strigidae,Owls,"Owls, Barn Owls",Northern Hawk Owl,bow03015,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3033,Glaucidium passerinum,Glaucidium_passerinum,Strigidae,Owls,"Owls, Barn Owls",Eurasian Pygmy-owl,bow03033,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3034,Glaucidium brodiei,Glaucidium_brodiei,Strigidae,Owls,"Owls, Barn Owls",Collared Owlet,bow03034,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3035,Glaucidium perlatum,Glaucidium_perlatum,Strigidae,Owls,"Owls, Barn Owls",Pearl-spotted Owlet,bow03035,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3036,Glaucidium californicum,Glaucidium_californicum,Strigidae,Owls,"Owls, Barn Owls",Northern Pygmy Owl,bow03036,,IOC27,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3037,Glaucidium gnoma,Glaucidium_gnoma,Strigidae,Owls,"Owls, Barn Owls",Northern Pygmy-owl,bow03037,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3040,Glaucidium jardinii,Glaucidium_jardinii,Strigidae,Owls,"Owls, Barn Owls",Andean Pygmy-owl,bow03040,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3041,Glaucidium bolivianum,Glaucidium_bolivianum,Strigidae,Owls,"Owls, Barn Owls",Yungas Pygmy-owl,bow03041,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3043,Glaucidium palmarum,Glaucidium_palmarum,Strigidae,Owls,"Owls, Barn Owls",Colima Pygmy-owl,bow03043,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3044,Glaucidium sanchezi,Glaucidium_sanchezi,Strigidae,Owls,"Owls, Barn Owls",Tamaulipas Pygmy-owl,bow03044,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3045,Glaucidium griseiceps,Glaucidium_griseiceps,Strigidae,Owls,"Owls, Barn Owls",Central American Pygmy-owl,bow03045,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3046,Glaucidium parkeri,Glaucidium_parkeri,Strigidae,Owls,"Owls, Barn Owls",Subtropical Pygmy-owl,bow03046,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3047,Glaucidium hardyi,Glaucidium_hardyi,Strigidae,Owls,"Owls, Barn Owls",Amazonian Pygmy-owl,bow03047,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3048,Glaucidium minutissimum,Glaucidium_minutissimum,Strigidae,Owls,"Owls, Barn Owls",Least Pygmy-owl,bow03048,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3049,Glaucidium brasilianum,Glaucidium_brasilianum,Strigidae,Owls,"Owls, Barn Owls",Ferruginous Pygmy-owl,bow03049,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3051,Glaucidium peruanum,Glaucidium_peruanum,Strigidae,Owls,"Owls, Barn Owls",Peruvian Pygmy-owl,bow03051,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3052,Glaucidium nanum,Glaucidium_nanum,Strigidae,Owls,"Owls, Barn Owls",Austral Pygmy-owl,bow03052,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3053,Glaucidium siju,Glaucidium_siju,Strigidae,Owls,"Owls, Barn Owls",Cuban Pygmy-owl,bow03053,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3054,Glaucidium tephronotum,Glaucidium_tephronotum,Strigidae,Owls,"Owls, Barn Owls",Red-chested Owlet,bow03054,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3055,Glaucidium sjostedti,Glaucidium_sjostedti,Strigidae,Owls,"Owls, Barn Owls",Sjostedt's Owlet,bow03055,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3056,Glaucidium cuculoides,Glaucidium_cuculoides,Strigidae,Owls,"Owls, Barn Owls",Asian Barred Owlet,bow03056,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3057,Glaucidium castanopterum,Glaucidium_castanopterum,Strigidae,Owls,"Owls, Barn Owls",Javan Owlet,bow03057,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3058,Glaucidium radiatum,Glaucidium_radiatum,Strigidae,Owls,"Owls, Barn Owls",Jungle Owlet,bow03058,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3059,Glaucidium castanonotum,Glaucidium_castanonotum,Strigidae,Owls,"Owls, Barn Owls",Chestnut-backed Owlet,bow03059,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3060,Glaucidium capense,Glaucidium_capense,Strigidae,Owls,"Owls, Barn Owls",African Barred Owlet,bow03060,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3063,Glaucidium castaneum,Glaucidium_castaneum,Strigidae,Owls,"Owls, Barn Owls",Chestnut Owlet,bow03063,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3066,Glaucidium albertinum,Glaucidium_albertinum,Strigidae,Owls,"Owls, Barn Owls",Albertine Owlet,bow03066,VU,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3067,Xenoglaux loweryi,Xenoglaux_loweryi,Strigidae,Owls,"Owls, Barn Owls",Long-whiskered Owlet,bow03067,EN,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3068,Micrathene whitneyi,Micrathene_whitneyi,Strigidae,Owls,"Owls, Barn Owls",Elf Owl,bow03068,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3069,Athene noctua,Athene_noctua,Strigidae,Owls,"Owls, Barn Owls",Little Owl,bow03069,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3070,Athene brama,Athene_brama,Strigidae,Owls,"Owls, Barn Owls",Spotted Owlet,bow03070,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3071,Heteroglaux blewitti,Heteroglaux_blewitti,Strigidae,Owls,"Owls, Barn Owls",Forest Owlet,bow03071,CR,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3072,Athene cunicularia,Athene_cunicularia,Strigidae,Owls,"Owls, Barn Owls",Burrowing Owl,bow03072,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3073,Aegolius funereus,Aegolius_funereus,Strigidae,Owls,"Owls, Barn Owls",Boreal Owl,bow03073,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3075,Aegolius acadicus,Aegolius_acadicus,Strigidae,Owls,"Owls, Barn Owls",Northern Saw-whet Owl,bow03075,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3076,Aegolius ridgwayi,Aegolius_ridgwayi,Strigidae,Owls,"Owls, Barn Owls",Southern Saw-whet Owl,bow03076,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3077,Aegolius harrisii,Aegolius_harrisii,Strigidae,Owls,"Owls, Barn Owls",Buff-fronted Owl,bow03077,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3078,Ninox rufa,Ninox_rufa,Strigidae,Owls,"Owls, Barn Owls",Rufous Owl,bow03078,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3079,Ninox strenua,Ninox_strenua,Strigidae,Owls,"Owls, Barn Owls",Powerful Owl,bow03079,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3080,Ninox connivens,Ninox_connivens,Strigidae,Owls,"Owls, Barn Owls",Barking Owl,bow03080,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3081,Ninox rudolfi,Ninox_rudolfi,Strigidae,Owls,"Owls, Barn Owls",Sumba Boobook,bow03081,NT,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3082,Ninox boobook,Ninox_boobook,Strigidae,Owls,"Owls, Barn Owls",Southern Boobook,bow03082,,IOC27,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3083,Ninox novaeseelandiae,Ninox_novaeseelandiae,Strigidae,Owls,"Owls, Barn Owls",Southern Boobook,bow03083,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
3089,Ninox scutulata,Ninox_scutulata,Strigidae,Owls,"Owls, Barn Owls",Brown Hawk-owl,bow03089,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES
